,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
5202,64382,Arts/Entertainment/Recreation,Equally male/female,Equally Hispanic/non-Hispanic,Total,All firms,505,,0,2385
5203,14997,Arts/Entertainment/Recreation,Equally male/female,Equally Hispanic/non-Hispanic,Total,Family-owned,270,,0,600
5204,14997,Arts/Entertainment/Recreation,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total reporting,270,,0,600
5205,40791200,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,All firms,102661,,0,1047746
5206,2797147,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Family-owned,13186,,0,137216
5207,9122710,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Not family-owned,34018,,0,241522
5208,11919856,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Total reporting,47204,,0,378738
5209,316887,Arts/Entertainment/Recreation,Total,Non-Hispanic,Total,Item not reported,1683,,0,11949
5210,5725615,Arts/Entertainment/Recreation,Female,Non-Hispanic,Total,All firms,23500,,0,142955
5211,274343,Arts/Entertainment/Recreation,Female,Non-Hispanic,Total,Family-owned,1549,,0,16059
5212,1819403,Arts/Entertainment/Recreation,Female,Non-Hispanic,Total,Not family-owned,9701,,0,34245
5213,2093746,Arts/Entertainment/Recreation,Female,Non-Hispanic,Total,Total reporting,11250,,0,50303
5214,0,Arts/Entertainment/Recreation,Female,Non-Hispanic,Total,Item not reported,0,S,0,0
5215,29363482,Arts/Entertainment/Recreation,Male,Non-Hispanic,Total,All firms,61006,,0,710053
5216,1347049,Arts/Entertainment/Recreation,Male,Non-Hispanic,Total,Family-owned,4252,,0,61575
5217,7247627,Arts/Entertainment/Recreation,Male,Non-Hispanic,Total,Not family-owned,23685,,0,202590
5218,8594675,Arts/Entertainment/Recreation,Male,Non-Hispanic,Total,Total reporting,27936,,0,264165
5219,250962,Arts/Entertainment/Recreation,Male,Non-Hispanic,Total,Item not reported,1034,,0,7047
5220,5702103,Arts/Entertainment/Recreation,Equally male/female,Non-Hispanic,Total,All firms,18155,,0,194737
5221,1175755,Arts/Entertainment/Recreation,Equally male/female,Non-Hispanic,Total,Family-owned,7386,,0,59582
5222,55680,Arts/Entertainment/Recreation,Equally male/female,Non-Hispanic,Total,Not family-owned,634,,0,4687
5223,1231436,Arts/Entertainment/Recreation,Equally male/female,Non-Hispanic,Total,Total reporting,8020,,0,64269
5224,41926,Arts/Entertainment/Recreation,Equally male/female,Non-Hispanic,Total,Item not reported,290,,0,2967
5225,39405112,Arts/Entertainment/Recreation,Total,Total,White,All firms,100053,,0,1030442
5226,2688915,Arts/Entertainment/Recreation,Total,Total,White,Family-owned,13002,,0,132160
5227,8908817,Arts/Entertainment/Recreation,Total,Total,White,Not family-owned,33006,,0,233169
5228,11597732,Arts/Entertainment/Recreation,Total,Total,White,Total reporting,46007,,0,365329
5229,275516,Arts/Entertainment/Recreation,Total,Total,White,Item not reported,1755,,0,11551
5230,880045,Arts/Entertainment/Recreation,Total,Total,Black or African American,All firms,3290,,0,8902
5231,0,Arts/Entertainment/Recreation,Total,Total,Black or African American,Family-owned,0,S,0,0
5232,232202,Arts/Entertainment/Recreation,Total,Total,Black or African American,Not family-owned,1351,,0,2120
5233,247337,Arts/Entertainment/Recreation,Total,Total,Black or African American,Total reporting,1501,,0,2390
5234,0,Arts/Entertainment/Recreation,Total,Total,American Indian and Alaska Native,All firms,0,S,0,0
5235,0,Arts/Entertainment/Recreation,Total,Total,American Indian and Alaska Native,Family-owned,0,D,0,0
5236,0,Arts/Entertainment/Recreation,Total,Total,American Indian and Alaska Native,Not family-owned,0,S,0,0
5237,4353,Arts/Entertainment/Recreation,Total,Total,American Indian and Alaska Native,Total reporting,124,,0,135
5238,1486589,Arts/Entertainment/Recreation,Total,Total,Asian,All firms,4347,,0,36765
5239,111427,Arts/Entertainment/Recreation,Total,Total,Asian,Family-owned,300,,0,5218
5240,542953,Arts/Entertainment/Recreation,Total,Total,Asian,Not family-owned,1615,,0,11039
5241,654380,Arts/Entertainment/Recreation,Total,Total,Asian,Total reporting,1915,,0,16257
5242,0,Arts/Entertainment/Recreation,Total,Total,Asian,Item not reported,0,D,0,0
5243,3230545,Arts/Entertainment/Recreation,Total,Total,Minority,All firms,12132,,0,76281
5244,145139,Arts/Entertainment/Recreation,Total,Total,Minority,Family-owned,715,,0,6578
5245,983261,Arts/Entertainment/Recreation,Total,Total,Minority,Not family-owned,4489,,0,16829
5246,1128400,Arts/Entertainment/Recreation,Total,Total,Minority,Total reporting,5204,,0,23407
5247,0,Arts/Entertainment/Recreation,Total,Total,Minority,Item not reported,0,S,0,0
5248,0,Arts/Entertainment/Recreation,Female,Total,Minority,All firms,0,S,0,0
5249,0,Arts/Entertainment/Recreation,Female,Total,Minority,Family-owned,0,S,0,0
5250,413067,Arts/Entertainment/Recreation,Female,Total,Minority,Not family-owned,1495,,0,4424
5251,443263,Arts/Entertainment/Recreation,Female,Total,Minority,Total reporting,1645,,0,6073
5252,0,Arts/Entertainment/Recreation,Female,Total,Minority,Item not reported,0,D,0,0
5253,2214321,Arts/Entertainment/Recreation,Male,Total,Minority,All firms,7615,,0,48714
5254,0,Arts/Entertainment/Recreation,Male,Total,Minority,Family-owned,0,S,0,0
5255,565815,Arts/Entertainment/Recreation,Male,Total,Minority,Not family-owned,2964,,0,11956
5256,615444,Arts/Entertainment/Recreation,Male,Total,Minority,Total reporting,3249,,0,14775
5257,0,Arts/Entertainment/Recreation,Male,Total,Minority,Item not reported,0,S,0,0
5258,0,Arts/Entertainment/Recreation,Equally male/female,Total,Minority,All firms,0,S,0,0
5259,0,Arts/Entertainment/Recreation,Equally male/female,Total,Minority,Family-owned,0,S,0,0
5260,0,Arts/Entertainment/Recreation,Equally male/female,Total,Minority,Not family-owned,0,D,0,0
5261,0,Arts/Entertainment/Recreation,Equally male/female,Total,Minority,Total reporting,0,S,0,0
5262,468217,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,All firms,1611,,0,11465
5263,38460,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Family-owned,480,,0,1947
5264,0,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Not family-owned,0,S,0,0
5265,67646,Arts/Entertainment/Recreation,Total,Total,Equally minority/nonminority,Total reporting,712,,0,2949
5266,0,Arts/Entertainment/Recreation,Female,Total,Equally minority/nonminority,All firms,0,S,0,0
5267,0,Arts/Entertainment/Recreation,Female,Total,Equally minority/nonminority,Not family-owned,0,D,0,0
5268,0,Arts/Entertainment/Recreation,Female,Total,Equally minority/nonminority,Total reporting,0,D,0,0
5269,0,Arts/Entertainment/Recreation,Male,Total,Equally minority/nonminority,All firms,0,S,0,0
5270,0,Arts/Entertainment/Recreation,Male,Total,Equally minority/nonminority,Family-owned,0,D,0,0
5271,0,Arts/Entertainment/Recreation,Male,Total,Equally minority/nonminority,Not family-owned,0,S,0,0
5272,20345,Arts/Entertainment/Recreation,Male,Total,Equally minority/nonminority,Total reporting,192,,0,1172
5273,351725,Arts/Entertainment/Recreation,Equally male/female,Total,Equally minority/nonminority,All firms,1016,,0,6918
5274,34864,Arts/Entertainment/Recreation,Equally male/female,Total,Equally minority/nonminority,Family-owned,450,,0,1558
5275,0,Arts/Entertainment/Recreation,Equally male/female,Total,Equally minority/nonminority,Not family-owned,0,D,0,0
5276,37221,Arts/Entertainment/Recreation,Equally male/female,Total,Equally minority/nonminority,Total reporting,490,,0,1718
5277,38027011,Arts/Entertainment/Recreation,Total,Total,Nonminority,All firms,93827,,0,993076
5278,2643402,Arts/Entertainment/Recreation,Total,Total,Nonminority,Family-owned,12482,,0,130320
5279,8329314,Arts/Entertainment/Recreation,Total,Total,Nonminority,Not family-owned,30849,,0,227573
5280,10972716,Arts/Entertainment/Recreation,Total,Total,Nonminority,Total reporting,43330,,0,357893
5281,273573,Arts/Entertainment/Recreation,Total,Total,Nonminority,Item not reported,1653,,0,11049
5282,5183029,Arts/Entertainment/Recreation,Female,Total,Nonminority,All firms,20809,,0,132720
5283,245016,Arts/Entertainment/Recreation,Female,Total,Nonminority,Family-owned,1429,,0,14559
5284,1498790,Arts/Entertainment/Recreation,Female,Total,Nonminority,Not family-owned,8536,,0,31531
5285,1743806,Arts/Entertainment/Recreation,Female,Total,Nonminority,Total reporting,9964,,0,46090
5286,0,Arts/Entertainment/Recreation,Female,Total,Nonminority,Item not reported,0,S,0,0
5287,27568510,Arts/Entertainment/Recreation,Male,Total,Nonminority,All firms,55905,,0,676162
5288,1302312,Arts/Entertainment/Recreation,Male,Total,Nonminority,Family-owned,4027,,0,58877
5289,6781579,Arts/Entertainment/Recreation,Male,Total,Nonminority,Not family-owned,21751,,0,191965
5290,8083892,Arts/Entertainment/Recreation,Male,Total,Nonminority,Total reporting,25776,,0,250842
5291,0,Arts/Entertainment/Recreation,Male,Total,Nonminority,Item not reported,0,S,0,0
5292,5275472,Arts/Entertainment/Recreation,Equally male/female,Total,Nonminority,All firms,17115,,0,184195
5293,1096074,Arts/Entertainment/Recreation,Equally male/female,Total,Nonminority,Family-owned,7026,,0,56884
5294,48944,Arts/Entertainment/Recreation,Equally male/female,Total,Nonminority,Not family-owned,564,,0,4078
5295,1145018,Arts/Entertainment/Recreation,Equally male/female,Total,Nonminority,Total reporting,7591,,0,60962
5296,41926,Arts/Entertainment/Recreation,Equally male/female,Total,Nonminority,Item not reported,290,,0,2967
5297,2301811,Arts/Entertainment/Recreation,Total,Total,Total,All firms,4764,,0,60207
5298,142412,Arts/Entertainment/Recreation,Total,Total,Total,Family-owned,593,,0,7706
5299,0,Arts/Entertainment/Recreation,Total,Total,Total,Not family-owned,0,S,0,0
5300,0,Arts/Entertainment/Recreation,Total,Total,Total,Total reporting,0,S,0,0
5301,0,Arts/Entertainment/Recreation,Total,Total,Total,Item not reported,0,S,0,0
5302,0,Arts/Entertainment/Recreation,Female,Total,Total,All firms,0,S,0,0
5303,0,Arts/Entertainment/Recreation,Female,Total,Total,Family-owned,0,D,0,0
5304,337380,Accommodation and food services,Total,Total,Equally minority/nonminority,All firms,1010,,0,20061
5305,98837,Accommodation and food services,Total,Total,Equally minority/nonminority,Family-owned,302,,0,6014
5306,0,Accommodation and food services,Total,Total,Equally minority/nonminority,Not family-owned,0,D,0,0
5307,111826,Accommodation and food services,Total,Total,Equally minority/nonminority,Total reporting,362,,0,7092
5308,0,Accommodation and food services,Total,Total,Equally minority/nonminority,Item not reported,0,D,0,0
5309,3311279,Accommodation and food services,Total,Total,Nonminority,All firms,9514,,0,176061
5310,764240,Accommodation and food services,Total,Total,Nonminority,Family-owned,3223,,0,42853
5311,399474,Accommodation and food services,Total,Total,Nonminority,Not family-owned,996,,0,20197
5312,1163714,Accommodation and food services,Total,Total,Nonminority,Total reporting,4219,,0,63050
5313,25302,Accommodation and food services,Total,Total,Nonminority,Item not reported,220,,0,1589
5314,185000277,Accommodation and food services,Total,Total,Total,All firms,494780,,0,9836312
5315,26455948,Accommodation and food services,Total,Total,Total,Family-owned,75027,,0,1419780
5316,39533622,Accommodation and food services,Total,Total,Total,Not family-owned,124818,,0,2085931
5317,65989570,Accommodation and food services,Total,Total,Total,Total reporting,199846,,0,3505711
5318,2126291,Accommodation and food services,Total,Total,Total,Item not reported,9612,,0,137021
5319,27640116,Accommodation and food services,Female,Total,Total,All firms,107451,,0,1513507
5320,3739186,Accommodation and food services,Female,Total,Total,Family-owned,11478,,0,194366
5321,6405202,Accommodation and food services,Female,Total,Total,Not family-owned,33807,,0,359846
5322,10144388,Accommodation and food services,Female,Total,Total,Total reporting,45286,,0,554211
5323,367358,Accommodation and food services,Female,Total,Total,Item not reported,2005,,0,24121
5324,126665970,Accommodation and food services,Male,Total,Total,All firms,287522,,0,6622761
5325,12101318,Accommodation and food services,Male,Total,Total,Family-owned,27027,,0,628479
5326,31972994,Accommodation and food services,Male,Total,Total,Not family-owned,86202,,0,1659510
5327,44074312,Accommodation and food services,Male,Total,Total,Total reporting,113230,,0,2287989
5328,1533589,Accommodation and food services,Male,Total,Total,Item not reported,5802,,0,97257
5329,30694190,Accommodation and food services,Equally male/female,Total,Total,All firms,99807,,0,1700043
5330,10615444,Accommodation and food services,Equally male/female,Total,Total,Family-owned,36521,,0,596935
5331,1155426,Accommodation and food services,Equally male/female,Total,Total,Not family-owned,4808,,0,66576
5332,11770870,Accommodation and food services,Equally male/female,Total,Total,Total reporting,41329,,0,663511
5333,225344,Accommodation and food services,Equally male/female,Total,Total,Item not reported,1805,,0,15643
5334,13012589,Accommodation and food services,Total,Hispanic,Total,All firms,44182,,0,688373
5335,2407987,Accommodation and food services,Total,Hispanic,Total,Family-owned,6218,,0,121778
5336,2297960,Accommodation and food services,Total,Hispanic,Total,Not family-owned,9899,,0,116496
5337,4705946,Accommodation and food services,Total,Hispanic,Total,Total reporting,16117,,0,238273
5338,236625,Accommodation and food services,Total,Hispanic,Total,Item not reported,1134,,0,15239
5339,2112937,Accommodation and food services,Total,Equally Hispanic/non-Hispanic,Total,All firms,5310,,0,113252
5340,769471,Accommodation and food services,Total,Equally Hispanic/non-Hispanic,Total,Family-owned,1801,,0,37478
5341,59492,Accommodation and food services,Total,Equally Hispanic/non-Hispanic,Total,Not family-owned,341,,0,2924
5342,828963,Accommodation and food services,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,2142,,0,40402
5343,47859,Accommodation and food services,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,150,,0,2845
5344,169874752,Accommodation and food services,Total,Non-Hispanic,Total,All firms,445288,,0,9034687
5345,23278490,Accommodation and food services,Total,Non-Hispanic,Total,Family-owned,67009,,0,1260524
5346,37176170,Accommodation and food services,Total,Non-Hispanic,Total,Not family-owned,114578,,0,1966512
5347,60454660,Accommodation and food services,Total,Non-Hispanic,Total,Total reporting,181588,,0,3227036
5348,1841807,Accommodation and food services,Total,Non-Hispanic,Total,Item not reported,8328,,0,118937
5349,49615087,Accommodation and food services,Total,Total,Minority,All firms,191451,,0,2647277
5350,6770670,Accommodation and food services,Total,Total,Minority,Family-owned,24729,,0,355512
5351,9939214,Accommodation and food services,Total,Total,Minority,Not family-owned,47130,,0,520268
5352,16709884,Accommodation and food services,Total,Total,Minority,Total reporting,71858,,0,875780
5353,574402,Accommodation and food services,Total,Total,Minority,Item not reported,3455,,0,38866
5354,3298959,Accommodation and food services,Total,Total,Equally minority/nonminority,All firms,8458,,0,175458
5355,1083191,Accommodation and food services,Total,Total,Equally minority/nonminority,Family-owned,2528,,0,51788
5356,175455,Accommodation and food services,Total,Total,Equally minority/nonminority,Not family-owned,835,,0,10834
5357,1258646,Accommodation and food services,Total,Total,Equally minority/nonminority,Total reporting,3363,,0,62622
5358,50158,Accommodation and food services,Total,Total,Equally minority/nonminority,Item not reported,198,,0,3237
5359,132086231,Accommodation and food services,Total,Total,Nonminority,All firms,294873,,0,7013576
5360,18602087,Accommodation and food services,Total,Total,Nonminority,Family-owned,47771,,0,1012481
5361,29418953,Accommodation and food services,Total,Total,Nonminority,Not family-owned,76854,,0,1554828
5362,48021040,Accommodation and food services,Total,Total,Nonminority,Total reporting,124626,,0,2567309
5363,1501730,Accommodation and food services,Total,Total,Nonminority,Item not reported,5959,,0,94918
5364,197918166,Accommodation and food services,Classifiable,Classifiable,Classifiable,All firms,523542,,0,10539517
5365,0,Accommodation and food services,Classifiable,Classifiable,Classifiable,Family-owned,0,S,0,0
