,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
6912,722093,Educational services,Total,Hispanic,Total,All firms,2911,,0,27778
6913,0,Educational services,Total,Hispanic,Total,State and local government,0,S,0,0
6914,0,Educational services,Total,Hispanic,Total,Other businesses,0,S,0,0
6915,0,Educational services,Total,Hispanic,Total,Other organizations,0,D,0,0
6916,90028,Educational services,Total,Hispanic,Total,Individuals,899,,0,4518
6917,124416,Educational services,Total,Hispanic,Total,Total reporting,1108,,0,5837
6918,61480,Educational services,Total,Hispanic,Total,Item not reported,330,,0,3659
6919,56669,Educational services,Total,Equally Hispanic/non-Hispanic,Total,All firms,693,,0,5452
6920,0,Educational services,Total,Equally Hispanic/non-Hispanic,Total,Individuals,0,S,0,0
6921,0,Educational services,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,S,0,0
6922,0,Educational services,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,D,0,0
6923,19011082,Educational services,Total,Non-Hispanic,Total,All firms,58787,,0,626844
6924,0,Educational services,Total,Non-Hispanic,Total,Federal government,0,S,0,0
6925,1148219,Educational services,Total,Non-Hispanic,Total,State and local government,2604,,0,29307
6926,624579,Educational services,Total,Non-Hispanic,Total,Other businesses,3628,,0,12134
6927,259556,Educational services,Total,Non-Hispanic,Total,Other organizations,1548,,0,4847
6928,3077451,Educational services,Total,Non-Hispanic,Total,Individuals,19310,,0,155140
6929,4529678,Educational services,Total,Non-Hispanic,Total,Total reporting,23470,,0,186617
6930,454159,Educational services,Total,Non-Hispanic,Total,Item not reported,3955,,0,25194
6931,148537774,Educational services,Total,Total,Total,All firms,92715,,0,3726983
6932,7411565,Educational services,Total,Total,Total,Federal government,613,,0,108154
6933,6947280,Educational services,Total,Total,Total,State and local government,3084,,0,116513
6934,3728303,Educational services,Total,Total,Total,Other businesses,4245,,0,65056
6935,5300866,Educational services,Total,Total,Total,Other organizations,1640,,0,79072
6936,18388703,Educational services,Total,Total,Total,Individuals,21921,,0,427527
6937,21751764,Educational services,Total,Total,Total,Total reporting,27021,,0,493369
6938,8436298,Educational services,Total,Total,Total,Item not reported,5387,,0,194949
6939,7065986,Educational services,Female,Total,Total,All firms,26664,,0,265211
6940,0,Educational services,Female,Total,Total,Federal government,0,S,0,0
6941,665313,Educational services,Female,Total,Total,State and local government,1139,,0,17721
6942,176862,Educational services,Female,Total,Total,Other businesses,1476,,0,3936
6943,23143,Educational services,Female,Total,Total,Other organizations,488,,0,689
6944,1137610,Educational services,Female,Total,Total,Individuals,9156,,0,67841
6945,1815598,Educational services,Female,Total,Total,Total reporting,10652,,0,84111
6946,261986,Educational services,Female,Total,Total,Item not reported,2318,,0,16405
6947,9931078,Educational services,Male,Total,Total,All firms,26722,,0,290864
6948,0,Educational services,Male,Total,Total,Federal government,0,S,0,0
6949,415765,Educational services,Male,Total,Total,State and local government,1274,,0,9945
6950,534269,Educational services,Male,Total,Total,Other businesses,2367,,0,9556
6951,208379,Educational services,Male,Total,Total,Other organizations,999,,0,3468
6952,1476411,Educational services,Male,Total,Total,Individuals,8208,,0,62421
6953,2343175,Educational services,Male,Total,Total,Total reporting,10976,,0,78568
6954,131901,Educational services,Male,Total,Total,Item not reported,1528,,0,6825
6955,4397271,Educational services,Equally male/female,Total,Total,All firms,13031,,0,146524
6956,116922,Educational services,Equally male/female,Total,Total,State and local government,559,,0,3508
6957,31830,Educational services,Equally male/female,Total,Total,Other businesses,272,,0,790
6958,0,Educational services,Equally male/female,Total,Total,Other organizations,0,S,0,0
6959,782078,Educational services,Equally male/female,Total,Total,Individuals,4166,,0,40164
6960,908093,Educational services,Equally male/female,Total,Total,Total reporting,4817,,0,43712
6961,139810,Educational services,Equally male/female,Total,Total,Item not reported,867,,0,8018
6962,739355,Educational services,Total,Hispanic,Total,All firms,3072,,0,28177
6963,0,Educational services,Total,Hispanic,Total,Federal government,0,D,0,0
6964,33347,Educational services,Total,Hispanic,Total,State and local government,180,,0,1409
6965,17657,Educational services,Total,Hispanic,Total,Other businesses,150,,0,420
6966,0,Educational services,Total,Hispanic,Total,Other organizations,0,D,0,0
6967,90775,Educational services,Total,Hispanic,Total,Individuals,959,,0,4548
6968,131522,Educational services,Total,Hispanic,Total,Total reporting,1228,,0,6077
6969,61480,Educational services,Total,Hispanic,Total,Item not reported,330,,0,3659
6970,0,Educational services,Female,Hispanic,Total,All firms,0,S,0,0
6971,0,Educational services,Female,Hispanic,Total,State and local government,0,D,0,0
6972,0,Educational services,Female,Hispanic,Total,Other businesses,0,D,0,0
6973,0,Educational services,Female,Hispanic,Total,Other organizations,0,D,0,0
6974,26464,Educational services,Female,Hispanic,Total,Individuals,360,,0,1409
6975,36594,Educational services,Female,Hispanic,Total,Total reporting,449,,0,1678
6976,0,Educational services,Female,Hispanic,Total,Item not reported,0,S,0,0
6977,184277,Educational services,Male,Hispanic,Total,All firms,1377,,0,8774
6978,0,Educational services,Male,Hispanic,Total,Federal government,0,D,0,0
6979,0,Educational services,Male,Hispanic,Total,State and local government,0,S,0,0
6980,0,Educational services,Male,Hispanic,Total,Other businesses,0,D,0,0
6981,0,Educational services,Male,Hispanic,Total,Other organizations,0,D,0,0
6982,61558,Educational services,Male,Hispanic,Total,Individuals,509,,0,2900
6983,82516,Educational services,Male,Hispanic,Total,Total reporting,629,,0,3949
6984,0,Educational services,Male,Hispanic,Total,Item not reported,0,S,0,0
6985,0,Educational services,Equally male/female,Hispanic,Total,All firms,0,S,0,0
6986,0,Educational services,Equally male/female,Hispanic,Total,State and local government,0,D,0,0
6987,0,Educational services,Equally male/female,Hispanic,Total,Other businesses,0,D,0,0
6988,0,Educational services,Equally male/female,Hispanic,Total,Individuals,0,S,0,0
6989,0,Educational services,Equally male/female,Hispanic,Total,Total reporting,0,S,0,0
6990,109381,Educational services,Total,Equally Hispanic/non-Hispanic,Total,All firms,869,,0,7184
6991,53297,Educational services,Total,Equally Hispanic/non-Hispanic,Total,Individuals,300,,0,2847
6992,53297,Educational services,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,300,,0,2847
6993,0,Educational services,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,D,0,0
6994,0,Educational services,Female,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
6995,0,Educational services,Female,Equally Hispanic/non-Hispanic,Total,Individuals,0,D,0,0
6996,0,Educational services,Female,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
6997,0,Educational services,Male,Equally Hispanic/non-Hispanic,Total,All firms,0,D,0,0
6998,0,Educational services,Male,Equally Hispanic/non-Hispanic,Total,Individuals,0,D,0,0
6999,0,Educational services,Male,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
7000,90821,Educational services,Equally male/female,Equally Hispanic/non-Hispanic,Total,All firms,769,,0,6217
7001,35799,Educational services,Equally male/female,Equally Hispanic/non-Hispanic,Total,Individuals,240,,0,1949
7002,35799,Educational services,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total reporting,240,,0,1949
7003,0,Educational services,Equally male/female,Equally Hispanic/non-Hispanic,Total,Item not reported,0,D,0,0
7004,20545600,Educational services,Total,Non-Hispanic,Total,All firms,62473,,0,667238
7005,287063,Educational services,Total,Non-Hispanic,Total,Federal government,519,,0,4696
7006,1164653,Educational services,Total,Non-Hispanic,Total,State and local government,2792,,0,29764
